file_name,Fr bound,Number of examples,Example length,Formula,Formula Size,Correct?,Total Time,Solving Time,Timeout
RQ1-bound-2/signalsFiles/f:01-nw:005-ml:04-0.signal,2,10,4,"G(F[0.0125,2.0]p)",2,TRUE,4.78948211669922,1.23780393600464,5400
RQ1-bound-2/signalsFiles/f:01-nw:005-ml:05-0.signal,2,10,5,"G(F[0.00625,1.99375]p)",2,TRUE,4.95065665245056,1.30308318138123,5400
RQ1-bound-2/signalsFiles/f:01-nw:005-ml:06-0.signal,2,10,6,"G(F[0.1,2.0]p)",2,TRUE,5.5256929397583,1.87979650497437,5400
RQ1-bound-2/signalsFiles/f:01-nw:010-ml:04-0.signal,2,20,4,"G(F[0.0,2.0]p)",2,TRUE,10.0984382629395,2.61783671379089,5400
RQ1-bound-2/signalsFiles/f:01-nw:010-ml:05-0.signal,2,20,5,"G(F[0.19166666666666668,1.9958333333333333]p)",2,TRUE,10.1243345737457,2.68453788757324,5400
RQ1-bound-2/signalsFiles/f:01-nw:010-ml:06-0.signal,2,20,6,"G(F[0.00625,2.0]p)",2,TRUE,12.7243311405182,5.14360618591309,5400
RQ1-bound-2/signalsFiles/f:01-nw:015-ml:04-0.signal,2,30,4,"G(F[0.0,2.0]p)",2,TRUE,18.5289227962494,6.78489279747009,5400
RQ1-bound-2/signalsFiles/f:01-nw:015-ml:05-0.signal,2,30,5,"G(F[0.103125,2.0]p)",2,TRUE,22.1919932365417,10.3852572441101,5400
RQ1-bound-2/signalsFiles/f:01-nw:015-ml:06-0.signal,2,30,6,"G(F[0.00625,2.0]p)",2,TRUE,18.7111325263977,7.12685918807983,5400
RQ1-bound-2/signalsFiles/f:01-nw:020-ml:04-0.signal,2,40,4,"G(F[0.0,2.0]p)",2,TRUE,27.8895063400269,11.6049666404724,5400
RQ1-bound-2/signalsFiles/f:01-nw:020-ml:05-0.signal,2,40,5,"G(F[0.0,2.0]p)",2,TRUE,29.2937936782837,12.9015152454376,5400
RQ1-bound-2/signalsFiles/f:01-nw:020-ml:06-0.signal,2,40,6,"G(F[0.1,2.0]p)",2,TRUE,47.1594564914703,30.0283854007721,5400
RQ1-bound-2/signalsFiles/f:02-nw:005-ml:04-0.signal,2,10,4,"G(p | (F[1.3,1.6]q))",4,TRUE,255.113458395004,212.182505607605,5400
RQ1-bound-2/signalsFiles/f:02-nw:005-ml:05-0.signal,2,10,5,"G(q | (G[1.49375,1.8875]p))",4,TRUE,592.058709383011,550.0289914608,5400
RQ1-bound-2/signalsFiles/f:02-nw:005-ml:06-0.signal,2,10,6,"G(F[0.0,2.0]q)",2,TRUE,5.08584976196289,1.48485231399536,5400
RQ1-bound-2/signalsFiles/f:02-nw:010-ml:04-0.signal,2,20,4,"G(p | (F[0.909375,1.603125]q))",4,TRUE,2024.26121044159,1939.54078221321,5400
RQ1-bound-2/signalsFiles/f:02-nw:010-ml:05-0.signal,2,20,5,"G(p | (F[0.0,1.5]q))",4,TRUE,1318.49320888519,1232.18415355682,5400
RQ1-bound-2/signalsFiles/f:02-nw:010-ml:06-0.signal,2,20,6,"G((F[0.0,2.0]q) | p)",4,TRUE,1155.87401270866,1069.92882037163,5400
RQ1-bound-2/signalsFiles/f:02-nw:015-ml:04-0.signal,2,30,4,"G(p | (F[0.0,2.0]q))",4,TRUE,1979.20081663132,1847.23309350014,5400
RQ1-bound-2/signalsFiles/f:02-nw:015-ml:05-0.signal,2,30,5,"G((F[0.0,1.403125]q) | p)",4,TRUE,4066.50984382629,3925.10509848595,5400
RQ1-bound-2/signalsFiles/f:02-nw:015-ml:06-0.signal,2,30,6,"G(p | (F[0.0,2.0]q))",4,TRUE,3856.94649386406,3723.51356482506,5400
RQ1-bound-2/signalsFiles/f:02-nw:020-ml:04-0.signal,2,40,4,"G(p | (F[0.0,2.0]q))",4,TRUE,4507.31824111938,4320.7922565937,5400
RQ1-bound-2/signalsFiles/f:02-nw:020-ml:05-0.signal,2,40,5,"G(p | (F[0.0,2.0]q))",4,TRUE,5165.53671264648,4982.50184106827,5400
RQ1-bound-2/signalsFiles/f:02-nw:020-ml:06-0.signal,2,40,6,,,,,,5400
RQ1-bound-2/signalsFiles/f:03-nw:005-ml:04-0.signal,2,10,4,"G(q | (G[0.0,0.396875]p))",4,FALSE,335.382358074188,293.90736246109,5400
RQ1-bound-2/signalsFiles/f:03-nw:005-ml:05-0.signal,2,10,5,"G((G[0.008333333333333333,0.008333333333333333]p) | q)",4,TRUE,233.890981197357,191.778084039688,5400
RQ1-bound-2/signalsFiles/f:03-nw:005-ml:06-0.signal,2,10,6,"G(F[0.003125,1.096875]q)",2,TRUE,4.46649026870728,0.914013862609863,5400
RQ1-bound-2/signalsFiles/f:03-nw:010-ml:04-0.signal,2,20,4,"G(q | (G[0.003125,0.403125]p))",4,FALSE,1557.94436264038,1472.32344651222,5400
RQ1-bound-2/signalsFiles/f:03-nw:010-ml:05-0.signal,2,20,5,"G(p | (G[0.99375,1.09375]q))",4,TRUE,2006.50326442718,1919.09513640404,5400
RQ1-bound-2/signalsFiles/f:03-nw:010-ml:06-0.signal,2,20,6,"G((F[1.20625,1.3]p) | q)",4,TRUE,4249.19656991959,4162.03458499908,5400
RQ1-bound-2/signalsFiles/f:03-nw:015-ml:04-0.signal,2,30,4,"G(q | (F[0.003125,0.096875]p))",4,TRUE,2730.05275249481,2596.28232049942,5400
RQ1-bound-2/signalsFiles/f:03-nw:015-ml:05-0.signal,2,30,5,"G((G[0.10625,1.003125]q) | p)",4,TRUE,3375.97416353226,3242.65111494064,5400
RQ1-bound-2/signalsFiles/f:03-nw:015-ml:06-0.signal,2,30,6,"G(q | (F[1.0046875,1.3015625]p))",4,TRUE,4379.0415802002,4242.67704534531,5400
RQ1-bound-2/signalsFiles/f:03-nw:020-ml:04-0.signal,2,40,4,,,,,,5400
RQ1-bound-2/signalsFiles/f:03-nw:020-ml:05-0.signal,2,40,5,,,,,,5400
RQ1-bound-2/signalsFiles/f:03-nw:020-ml:06-0.signal,2,40,6,,,,,,5400
